age,earnings,industry,home_geoid,work_geoid
mid,mid,trade_trans_util,060816102014,060816121005
high,mid,other,060816102021,060816118002
mid,low,other,060816102021,060816120001
mid,low,other,060816102021,060816120004
mid,high,other,060816102021,060816120004
low,high,other,060816102021,060816120004
mid,high,other,060816102021,060816120004
mid,low,other,060816102021,060816120004
mid,high,other,060816102021,060816120004
mid,mid,other,060816102031,060816119002
low,mid,other,060816102031,060816119005
low,high,other,060816102031,060816119006
low,high,other,060816102031,060816119006
low,high,other,060816102031,060816120004
mid,low,trade_trans_util,060816102032,060816119005
low,mid,other,060816102032,060816119006
low,mid,other,060816102032,060816119006
low,high,other,060816102032,060816120004
low,high,other,060816103021,060816119005
high,low,other,060816103021,060816119005
low,high,other,060816103021,060816119006
low,high,other,060816103021,060816119006
mid,low,other,060816103021,060816120002
low,high,goods_prod,060816103021,060816120003
high,high,goods_prod,060816103021,060816120003
mid,low,other,060816103021,060816120004
mid,high,other,060816103021,060816121003
mid,high,other,060816103021,060816121004
mid,high,other,060816103021,060816121004
mid,high,other,060816103021,060816121004
low,mid,other,060816103031,060816119005
mid,high,other,060816103031,060816120004
mid,high,other,060816103031,060816121004
low,low,goods_prod,060816103032,060816120002
mid,high,other,060816103033,060816118002
low,low,trade_trans_util,060816103033,060816119005
mid,mid,other,060816103033,060816120002
high,high,other,060816103033,060816120004
high,high,other,060816103033,060816120004
mid,high,other,060816103033,060816121004
mid,low,other,060816103033,060855111001
mid,high,other,060816103041,060816121004
high,high,other,060816103042,060816118002
low,mid,other,060816104001,060816118002
mid,low,other,060816104001,060816119005
mid,low,other,060816104001,060816119005
mid,mid,other,060816104001,060816119006
mid,low,other,060816104001,060816119006
mid,mid,trade_trans_util,060816104001,060816120001
high,high,other,060816104001,060816120004
mid,mid,trade_trans_util,060816104001,060816121005
mid,high,other,060816104001,060855111001
mid,mid,other,060816104002,060816118002
low,mid,other,060816104002,060816119001
mid,mid,other,060816104002,060816119005
mid,mid,other,060816104002,060816119005
mid,high,other,060816104002,060816119006
mid,high,other,060816104002,060816119006
mid,mid,other,060816104002,060816120004
mid,mid,other,060816104002,060816120004
mid,mid,other,060816104002,060816120004
low,mid,trade_trans_util,060816104002,060816121005
low,low,trade_trans_util,060816104002,060816121005
mid,low,other,060816104002,060855111001
low,low,other,060816105001,060816119006
high,low,trade_trans_util,060816105002,060816119005
mid,high,goods_prod,060816105002,060816120003
mid,high,goods_prod,060816105002,060816120003
mid,high,goods_prod,060816105002,060816120004
mid,high,other,060816105002,060816121005
high,low,trade_trans_util,060816105003,060816119005
low,high,goods_prod,060816105003,060816120002
low,high,goods_prod,060816105003,060816120002
high,high,other,060816105004,060816119006
high,high,goods_prod,060816105004,060816120002
high,high,goods_prod,060816105004,060816120002
low,high,other,060816106011,060816119006
low,low,other,060816106011,060816119006
low,low,other,060816106011,060816120004
high,mid,other,060816106012,060816119005
high,mid,trade_trans_util,060816106012,060816119005
high,high,trade_trans_util,060816106012,060816119005
mid,high,trade_trans_util,060816106012,060816120001
high,mid,other,060816106012,060816120004
mid,mid,other,060816106013,060816118002
low,high,other,060816106013,060816119005
high,mid,other,060816106013,060816119005
low,high,trade_trans_util,060816106013,060816119005
high,high,other,060816106013,060816120004
mid,high,other,060816106013,060816121004
high,mid,other,060816106022,060816119005
mid,high,trade_trans_util,060816106023,060816119005
mid,high,other,060816106023,060816119006
mid,high,other,060816106023,060816120001
mid,high,other,060816107001,060816119001
mid,mid,other,060816107001,060816120001
mid,mid,other,060816107001,060816120004
mid,mid,other,060816107001,060816121005
low,low,other,060816107002,060816120001
mid,high,other,060816107002,060816120004
mid,high,other,060816107002,060816120004
mid,high,other,060816107002,060816121004
mid,high,other,060816108001,060816118002
mid,high,other,060816108001,060816118002
low,mid,other,060816108001,060816121004
mid,high,other,060816108002,060816119006
high,high,other,060816108002,060816120004
high,high,other,060816109001,060816120004
mid,high,trade_trans_util,060816109001,060816121005
low,mid,other,060816109002,060816119005
low,mid,trade_trans_util,060816109002,060816119005
high,mid,other,060816109002,060816119005
mid,high,other,060816109002,060816120004
mid,mid,other,060816109002,060816121005
low,high,other,060816109003,060816119005
mid,mid,other,060816109003,060816119006
low,high,other,060816109003,060816120004
high,high,other,060816109003,060816120004
mid,high,other,060816109003,060816120004
mid,mid,trade_trans_util,060816109003,060816121003
low,mid,trade_trans_util,060816109004,060816119005
low,mid,trade_trans_util,060816109004,060816119005
low,mid,other,060816110001,060816119005
mid,low,other,060816110001,060816120004
low,low,other,060816110002,060816119005
low,mid,trade_trans_util,060816110004,060816119005
mid,mid,trade_trans_util,060816110004,060816120001
low,low,other,060816111001,060816120001
mid,high,other,060816111001,060855111001
mid,high,other,060816111002,060816120004
mid,high,other,060816111002,060816120004
high,high,other,060816111002,060816121004
mid,high,other,060816112001,060816119005
high,low,other,060816112001,060816120003
high,low,other,060816112001,060816120004
mid,high,goods_prod,060816112001,060855111001
mid,high,goods_prod,060816112001,060855111001
high,high,other,060816113001,060816119006
mid,low,other,060816113001,060816121004
high,mid,trade_trans_util,060816113002,060816119005
mid,high,other,060816113003,060816119006
mid,low,other,060816113004,060816121002
low,high,other,060816114001,060816119001
low,mid,trade_trans_util,060816114003,060816120004
low,high,other,060816114003,060816121004
mid,high,other,060816114004,060816118002
mid,high,other,060816116001,060816119002
mid,high,goods_prod,060816116001,060816119006
mid,high,other,060816116001,060816120004
mid,high,other,060816116002,060816120004
mid,high,other,060816116002,060816120004
high,high,other,060816116002,060816121004
mid,high,other,060816117001,060816118002
high,mid,other,060816117001,060816118002
high,high,other,060816117001,060816118002
mid,high,other,060816117001,060816118002
mid,mid,other,060816117001,060816119001
mid,mid,other,060816117001,060816119001
mid,mid,other,060816117001,060816119001
high,mid,other,060816117001,060816119005
high,mid,other,060816117001,060816119005
low,mid,trade_trans_util,060816117001,060816119005
high,high,trade_trans_util,060816117001,060816120001
mid,low,other,060816117001,060816120004
mid,mid,other,060816117001,060816120004
mid,mid,other,060816117001,060816120004
mid,mid,other,060816117001,060816120004
mid,mid,other,060816117001,060816120004
high,mid,other,060816117001,060816120004
low,mid,other,060816117001,060816120004
mid,mid,other,060816117001,060816120004
high,high,other,060816117001,060816120004
mid,high,other,060816117001,060816120004
mid,mid,trade_trans_util,060816117001,060816121003
high,mid,trade_trans_util,060816117001,060816121003
high,high,other,060816117001,060816121004
high,high,other,060816117001,060816121004
low,mid,trade_trans_util,060816117001,060816121005
low,mid,trade_trans_util,060816117001,060816121005
low,mid,trade_trans_util,060816117001,060816121005
low,mid,trade_trans_util,060816117001,060816121005
mid,high,other,060816117002,060816118002
high,high,other,060816117002,060816118002
mid,mid,other,060816117002,060816118002
mid,high,other,060816117002,060816118002
mid,high,other,060816117002,060816118002
mid,high,other,060816117002,060816118002
high,high,other,060816117002,060816118002
mid,mid,other,060816117002,060816118002
mid,high,other,060816117002,060816118002
mid,high,other,060816117002,060816118002
high,mid,other,060816117002,060816119001
high,mid,other,060816117002,060816119001
high,mid,other,060816117002,060816119001
mid,mid,other,060816117002,060816119001
high,mid,other,060816117002,060816119003
high,low,goods_prod,060816117002,060816119004
mid,high,trade_trans_util,060816117002,060816119005
mid,mid,trade_trans_util,060816117002,060816119005
mid,mid,other,060816117002,060816119005
mid,mid,goods_prod,060816117002,060816120002
high,high,other,060816117002,060816120004
mid,high,other,060816117002,060816120004
mid,high,other,060816117002,060816120004
mid,high,other,060816117002,060816120004
mid,high,other,060816117002,060816120004
high,high,other,060816117002,060816121004
mid,mid,other,060816117003,060816118002
mid,high,other,060816117003,060816118002
mid,mid,other,060816117003,060816118002
mid,high,other,060816117003,060816118002
high,mid,goods_prod,060816117003,060816119001
high,low,trade_trans_util,060816117003,060816119005
high,low,trade_trans_util,060816117003,060816119005
high,mid,trade_trans_util,060816117003,060816119005
mid,mid,trade_trans_util,060816117003,060816119005
high,low,trade_trans_util,060816117003,060816120001
high,low,other,060816117003,060816120001
high,low,other,060816117003,060816120002
mid,high,other,060816117003,060816120004
mid,mid,other,060816117003,060816120004
mid,mid,trade_trans_util,060816117003,060816121003
mid,high,other,060816118001,060816118002
mid,high,other,060816118001,060816118002
high,high,other,060816118001,060816118002
mid,mid,other,060816118001,060816118002
high,mid,other,060816118001,060816118002
mid,mid,other,060816118001,060816118002
mid,mid,other,060816118001,060816118002
mid,mid,other,060816118001,060816118002
low,low,other,060816118001,060816119001
high,low,other,060816118001,060816119001
high,low,other,060816118001,060816119001
mid,high,other,060816118001,060816119002
high,mid,other,060816118001,060816119004
mid,mid,other,060816118001,060816119005
mid,low,other,060816118001,060816119005
low,low,other,060816118001,060816119005
low,mid,other,060816118001,060816119005
high,low,other,060816118001,060816119005
low,mid,other,060816118001,060816120001
low,mid,other,060816118001,060816120001
mid,mid,other,060816118001,060816120001
high,low,other,060816118001,060816120002
high,mid,other,060816118001,060816120003
high,mid,goods_prod,060816118001,060816120003
low,mid,other,060816118001,060816120004
high,mid,other,060816118001,060816120004
mid,high,other,060816118001,060816120004
high,high,other,060816118001,060816120004
high,mid,other,060816118001,060816120004
high,mid,other,060816118001,060816120004
mid,mid,other,060816118001,060816120004
mid,high,other,060816118001,060816120004
high,high,other,060816118001,060816120004
high,mid,other,060816118001,060816121003
mid,mid,other,060816118001,060816121004
low,high,trade_trans_util,060816118001,060816121005
mid,mid,trade_trans_util,060816118001,060816121005
high,mid,trade_trans_util,060816118001,060816121005
mid,mid,other,060816118001,060816121005
low,high,trade_trans_util,060816118001,060816121005
mid,high,other,060816118001,060855111001
low,low,other,060816118002,060014403061
low,low,trade_trans_util,060816118002,060014415031
low,low,trade_trans_util,060816118002,060014415031
mid,low,trade_trans_util,060816118002,060014415031
mid,high,goods_prod,060816118002,060014415031
mid,low,goods_prod,060816118002,060014415031
mid,low,trade_trans_util,060816118002,060014415031
mid,mid,other,060816118002,060014415031
mid,high,other,060816118002,060014415031
low,low,trade_trans_util,060816118002,060014415031
high,low,other,060816118002,060014415031
mid,high,goods_prod,060816118002,060014415031
mid,low,trade_trans_util,060816118002,060014415031
low,mid,goods_prod,060816118002,060014415031
low,mid,trade_trans_util,060816118002,060014415031
low,low,other,060816118002,060014415031
low,low,other,060816118002,060014415031
low,high,trade_trans_util,060816118002,060014415214
mid,high,other,060816118002,060014416023
low,low,other,060816118002,060014442003
mid,high,other,060816118002,060014443012
mid,high,goods_prod,060816118002,060014445002
low,mid,other,060816118002,060014445003
mid,mid,goods_prod,060816118002,060014446011
high,high,other,060816118002,060014446021
mid,low,other,060816118002,060014446021
high,high,trade_trans_util,060816118002,060014446021
mid,mid,trade_trans_util,060816118002,060816086002
mid,high,other,060816118002,060816086002
low,high,other,060816118002,060816086002
low,high,trade_trans_util,060816118002,060816086002
low,mid,trade_trans_util,060816118002,060816086002
low,high,goods_prod,060816118002,060816086003
mid,high,goods_prod,060816118002,060816087004
low,low,other,060816118002,060816089002
low,high,other,060816118002,060816090002
mid,high,other,060816118002,060816091001
high,high,other,060816118002,060816091001
mid,high,other,060816118002,060816091001
low,high,goods_prod,060816118002,060816091001
mid,high,goods_prod,060816118002,060816091001
mid,mid,other,060816118002,060816091002
low,high,trade_trans_util,060816118002,060816091002
mid,high,other,060816118002,060816091002
mid,high,trade_trans_util,060816118002,060816091002
high,high,trade_trans_util,060816118002,060816091002
mid,high,other,060816118002,060816091002
low,high,other,060816118002,060816091002
mid,high,trade_trans_util,060816118002,060816091002
high,high,other,060816118002,060816091002
mid,high,goods_prod,060816118002,060816091002
high,high,trade_trans_util,060816118002,060816091002
low,mid,trade_trans_util,060816118002,060816091002
low,high,other,060816118002,060816092012
low,mid,other,060816118002,060816092012
mid,mid,other,060816118002,060816092013
mid,mid,other,060816118002,060816092013
mid,mid,other,060816118002,060816092013
mid,mid,other,060816118002,060816092021
mid,mid,other,060816118002,060816092021
mid,mid,other,060816118002,060816092022
low,mid,other,060816118002,060816092022
low,mid,other,060816118002,060816092022
mid,high,trade_trans_util,060816118002,060816093001
mid,high,trade_trans_util,060816118002,060816093001
high,mid,other,060816118002,060816095002
high,mid,other,060816118002,060816095002
low,mid,other,060816118002,060816096011
low,mid,other,060816118002,060816096011
low,mid,other,060816118002,060816096011
mid,mid,other,060816118002,060816100001
mid,mid,other,060816118002,060816100001
mid,high,goods_prod,060816118002,060816100003
mid,high,other,060816118002,060816102011
mid,high,goods_prod,060816118002,060816102011
mid,high,goods_prod,060816118002,060816102011
low,high,other,060816118002,060816102014
low,high,goods_prod,060816118002,060816102014
mid,high,other,060816118002,060816102014
mid,high,other,060816118002,060816102014
mid,high,other,060816118002,060816102014
high,high,other,060816118002,060816102014
low,low,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
high,high,other,060816118002,060816102021
mid,low,other,060816118002,060816102021
high,high,other,060816118002,060816102021
mid,low,other,060816118002,060816102021
mid,mid,trade_trans_util,060816118002,060816102021
mid,mid,other,060816118002,060816102021
mid,low,other,060816118002,060816102021
low,mid,other,060816118002,060816102021
high,high,other,060816118002,060816102021
low,mid,other,060816118002,060816102021
mid,high,other,060816118002,060816102021
mid,low,other,060816118002,060816102021
low,mid,other,060816118002,060816102021
high,high,other,060816118002,060816102021
mid,high,goods_prod,060816118002,060816102021
mid,high,other,060816118002,060816102021
high,high,other,060816118002,060816102021
high,mid,other,060816118002,060816102021
low,high,other,060816118002,060816102021
low,low,other,060816118002,060816102021
low,high,other,060816118002,060816102021
mid,high,trade_trans_util,060816118002,060816102021
high,high,other,060816118002,060816102021
mid,high,goods_prod,060816118002,060816102031
mid,high,goods_prod,060816118002,060816102031
mid,high,trade_trans_util,060816118002,060816102031
mid,high,trade_trans_util,060816118002,060816102031
mid,high,goods_prod,060816118002,060816102031
high,low,trade_trans_util,060816118002,060816102032
high,low,other,060816118002,060816102032
high,low,other,060816118002,060816102032
mid,mid,trade_trans_util,060816118002,060816103021
mid,high,trade_trans_util,060816118002,060816103021
low,mid,goods_prod,060816118002,060816103021
high,high,trade_trans_util,060816118002,060816103021
mid,high,other,060816118002,060816103021
high,high,other,060816118002,060816103021
mid,mid,trade_trans_util,060816118002,060816103021
high,high,trade_trans_util,060816118002,060816103021
high,high,other,060816118002,060816103021
mid,high,trade_trans_util,060816118002,060816103021
mid,high,trade_trans_util,060816118002,060816103021
mid,high,trade_trans_util,060816118002,060816103021
low,high,trade_trans_util,060816118002,060816103042
low,high,other,060816118002,060816103042
low,mid,trade_trans_util,060816118002,060816103042
low,high,other,060816118002,060816103043
high,mid,other,060816118002,060816103043
high,mid,other,060816118002,060816103043
low,high,other,060816118002,060816105002
low,low,other,060816118002,060816105004
high,mid,other,060816118002,060816106011
mid,mid,other,060816118002,060816106012
high,mid,other,060816118002,060816106012
high,mid,other,060816118002,060816106012
low,low,goods_prod,060816118002,060816106023
low,low,other,060816118002,060816106023
low,low,trade_trans_util,060816118002,060816106023
low,low,trade_trans_util,060816118002,060816106023
high,low,other,060816118002,060816107001
low,low,other,060816118002,060816108001
low,low,other,060816118002,060816108001
high,low,other,060816118002,060816108002
mid,low,other,060816118002,060816111002
mid,low,other,060816118002,060816111002
mid,low,other,060816118002,060816111002
low,high,other,060816118002,060816112001
mid,high,other,060816118002,060816112001
mid,mid,other,060816118002,060816113002
mid,high,other,060816118002,060816114001
mid,high,other,060816118002,060816114001
high,mid,other,060816118002,060816114001
high,mid,other,060816118002,060816114002
low,mid,other,060816118002,060816114003
high,high,other,060816118002,060816114003
mid,high,other,060816118002,060816115001
mid,high,other,060816118002,060816115002
mid,high,other,060816118002,060816116002
mid,low,other,060816118002,060816117001
mid,low,goods_prod,060816118002,060816117001
mid,low,other,060816118002,060816117001
mid,high,other,060816118002,060816117002
high,high,goods_prod,060816118002,060816117002
high,high,other,060816118002,060816117002
high,mid,goods_prod,060816118002,060816117002
mid,high,other,060816118002,060816117002
mid,high,goods_prod,060816118002,060816117002
mid,low,other,060816118002,060816117003
low,high,other,060816118002,060816117004
low,mid,other,060816118002,060816117004
mid,high,goods_prod,060816118002,060816117004
mid,mid,other,060816118002,060816117004
high,high,goods_prod,060816118002,060816117004
mid,high,other,060816118002,060816117004
mid,high,goods_prod,060816118002,060816117004
mid,mid,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
low,mid,other,060816118002,060816117004
low,high,other,060816118002,060816117004
low,low,other,060816118002,060816117004
low,mid,goods_prod,060816118002,060816117004
mid,high,other,060816118002,060816117004
low,high,other,060816118002,060816117004
high,high,other,060816118002,060816117004
low,low,other,060816118002,060816117004
mid,low,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
low,high,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
mid,high,other,060816118002,060816117004
high,low,other,060816118002,060816118001
high,low,other,060816118002,060816118001
mid,high,other,060816118002,060816118001
high,low,other,060816118002,060816118001
mid,high,other,060816118002,060816118001
mid,mid,other,060816118002,060816118001
low,mid,other,060816118002,060816118001
mid,high,goods_prod,060816118002,060816118001
mid,low,other,060816118002,060816118001
mid,high,other,060816118002,060816118001
mid,mid,other,060816118002,060816118001
mid,low,goods_prod,060816118002,060816118001
high,low,other,060816118002,060816118001
high,mid,other,060816118002,060816118001
mid,mid,other,060816118002,060816118001
mid,low,other,060816118002,060816118001
mid,low,other,060816118002,060816118001
low,mid,other,060816118002,060816118001
high,mid,other,060816118002,060816118001
mid,high,other,060816118002,060816118001
high,high,trade_trans_util,060816118002,060816118001
high,high,goods_prod,060816118002,060816118001
mid,low,other,060816118002,060816118001
high,high,other,060816118002,060816118001
mid,mid,other,060816118002,060816118001
mid,low,other,060816118002,060816118001
high,mid,other,060816118002,060816118001
mid,mid,other,060816118002,060816118001
mid,high,other,060816118002,060816118001
mid,low,goods_prod,060816118002,060816118001
high,mid,other,060816118002,060816118001
mid,mid,other,060816118002,060816118001
high,mid,trade_trans_util,060816118002,060816118001
high,mid,other,060816118002,060816118001
mid,low,other,060816118002,060816118002
mid,low,other,060816118002,060816118002
mid,low,other,060816118002,060816118002
mid,low,other,060816118002,060816118002
mid,high,other,060816118002,060816118002
mid,low,other,060816118002,060816118002
mid,high,other,060816118002,060816118002
high,mid,other,060816118002,060816119001
mid,mid,other,060816118002,060816119001
mid,mid,other,060816118002,060816119001
high,mid,other,060816118002,060816119001
mid,low,other,060816118002,060816119002
mid,mid,other,060816118002,060816119002
mid,low,other,060816118002,060816119005
low,mid,other,060816118002,060816119005
mid,mid,other,060816118002,060816119005
mid,mid,other,060816118002,060816119005
low,high,other,060816118002,060816119005
mid,high,other,060816118002,060816119005
mid,mid,other,060816118002,060816119005
low,mid,other,060816118002,060816119005
low,mid,other,060816118002,060816119005
low,mid,trade_trans_util,060816118002,060816120001
mid,mid,trade_trans_util,060816118002,060816120001
high,low,other,060816118002,060816120002
low,high,other,060816118002,060816120003
low,high,other,060816118002,060816120004
mid,high,other,060816118002,060816120004
mid,high,other,060816118002,060816120004
high,mid,other,060816118002,060816120004
low,high,other,060816118002,060816120004
mid,mid,other,060816118002,060816120004
mid,mid,other,060816118002,060816120004
low,high,other,060816118002,060816120004
high,mid,other,060816118002,060816120004
mid,high,other,060816118002,060816121005
high,high,trade_trans_util,060816118002,060816121005
mid,mid,trade_trans_util,060816118002,060816121005
low,high,trade_trans_util,060816118002,060816121005
high,mid,trade_trans_util,060816118002,060816121005
high,high,other,060816118002,060816125002
high,mid,other,060816118002,060816125002
low,high,other,060816118002,060816125003
low,high,other,060816118002,060816125003
low,low,other,060816118002,060816125003
low,low,other,060816118002,060816125003
low,low,other,060816118002,060816125003
low,low,other,060816118002,060816125003
low,mid,other,060816118002,060816126001
low,mid,other,060816118002,060816126001
low,mid,other,060816118002,060816126002
low,mid,other,060816118002,060816126002
mid,mid,other,060816118002,060816126003
low,mid,other,060816118002,060816126003
low,mid,other,060816118002,060816126003
mid,mid,other,060816118002,060816126003
low,high,other,060816118002,060816126003
mid,low,other,060816118002,060816126003
low,mid,other,060816118002,060816126003
low,mid,other,060816118002,060816126003
high,low,other,060816118002,060816128001
low,low,other,060816118002,060816129001
low,high,other,060816118002,060816130002
low,high,other,060816118002,060816130002
low,high,other,060816118002,060816130002
low,low,other,060816118002,060816130002
low,high,other,060816118002,060816130002
mid,mid,goods_prod,060816118002,060816132004
low,mid,goods_prod,060816118002,060816132004
low,low,goods_prod,060816118002,060816132004
mid,mid,other,060816118002,060816132004
mid,high,other,060816118002,060816133001
high,high,other,060816118002,060816134001
mid,high,other,060816118002,060816134001
mid,high,other,060816118002,060816134001
mid,mid,trade_trans_util,060816118002,060816139001
mid,mid,trade_trans_util,060816118002,060816139001
mid,mid,other,060816118002,060816139002
mid,mid,other,060816118002,060816139002
high,high,other,060816118002,060816139004
high,high,other,060816118002,060816139004
mid,mid,other,060816118002,060816139004
mid,high,other,060816118002,060816139004
high,high,other,060816118002,060816139004
high,mid,other,060816118002,060816139004
mid,high,other,060816118002,060816139005
low,low,other,060816118002,060855046011
low,high,other,060816118002,060855046011
mid,mid,other,060816118002,060855046011
